"","sex","age","education","mdp1","mdu1","mdu2","mdu3","mdp2","mdu4","mdp3","mdp4","hh.sinc1","hh.fair1","hh.greed1","hh.mod1","hh.sinc2","hh.fair2","hh.greed2","hh.mod2","hh.sinc3","hh.fair3","hh.greed3","hh.mod3","hh.sinc4","hh.fair4","hh.greed4","hh.mod4","alt1","alt2","alt3","alt4","npi1","npi2","npi3","npi4","npi5","npi6","npi7","npi8","npi9","npi10","npi11","npi12","npi13","npi14","npi15","mach1","mach2","mach3","mach4","mach5","dc1","dc2","dc3","dc4","dc5","dc6","dc7","dc8","dc9","dc10","dc11","dc12","dc13","dc14","dc15","dc16","srp1","srp2","srp3","srp4","srp5","srp6","srp7","srp8","srp9","srp10","srp11","srp12","srp13","srp14","srp15","srp16","srp17","srp18","srp19","srp20","srp21","srp22","srp23","srp24","srp25","srp26","srp27","srp28","srp29","srp30","srp31","sinc.facet","fair.facet","greed.facet","mod.facet","hh.total","altruism","mdp.facet","mdu.facet","md.total","dc.total","mach.total","npi.total","srp.total"
"380","1",21,"4",-2,-2,-2,-2,1,1,-2,-1,3,1,3,5,4,4,4,5,4,5,3,5,4,5,2,5,4,3,5,3,1,1,4,4,5,2,1,6,2,5,3,4,3,3,2,4,2,2,2,1,1,2,1,1,2,3,1,1,1,2,2,2,1,1,4,1,5,1,4,3,4,4,1,4,3,4,1,3,4,1,5,2,4,1,1,5,1,1,1,2,1,1,1,4,1,1,1,3.75,3.75,3,5,3.875,3.75,-4,-5,-9,1.625,2.2,3.06666666666667,2.4
"381","2",36,"5",-2,-2,-2,-2,-1,2,-1,-2,4,5,2,5,5,4,3,5,4,4,4,5,5,5,3,3,4,1,4,4,5,1,2,5,4,3,1,3,2,2,4,2,4,3,4,2,4,1,6,2,2,1,2,1,5,1,5,3,4,2,1,1,2,2,3,2,3,4,2,1,2,2,1,4,4,1,2,1,2,1,4,1,4,1,2,1,1,1,1,3,1,1,1,1,1,1,1,4.5,4.5,3,4.5,4.125,3.25,-6,-4,-10,2.3125,3,3,1.83333333333333
"382","1",24,"5",-2,-1,2,-1,-2,-1,-1,1,2,4,4,4,2,4,4,4,5,2,5,3,4,4,4,4,4,2,4,5,4,4,2,1,4,5,4,4,5,3,3,5,5,4,3,4,1,1,2,2,2,2,1,4,2,2,2,3,2,1,3,2,2,2,3,2,2,1,1,2,2,1,1,3,2,3,2,1,1,1,4,1,1,1,2,3,3,1,2,4,1,3,1,1,1,1,1,3.25,3.5,4.25,3.75,3.6875,3.75,-4,-1,-5,2.1875,2,3.73333333333333,1.73333333333333
"383","1",20,"3",-2,-2,-1,-1,1,1,-1,-2,3,2,2,5,4,2,4,4,4,4,4,5,5,3,2,4,5,3,2,2,3,1,1,2,1,2,2,2,2,1,1,1,1,1,1,6,4,2,4,2,1,2,4,2,1,1,4,3,4,3,2,3,1,4,2,3,4,2,2,3,2,1,2,3,2,1,4,1,2,2,2,2,4,4,2,2,1,1,2,2,1,4,5,5,1,1,1,4,2.75,3,4.5,3.5625,3,-4,-3,-7,2.5,3.6,1.46666666666667,2.26666666666667
"384","1",26,"5",-2,-2,-2,-2,-2,2,-1,-2,3,4,3,4,4,5,5,3,5,5,5,5,3,5,3,4,5,4,5,5,4,3,1,3,5,3,2,3,2,1,4,3,2,2,4,5,4,3,3,3,1,2,1,3,1,1,1,3,2,3,3,1,1,1,2,1,1,3,1,2,2,3,3,5,2,2,1,1,4,1,2,1,4,1,1,3,1,1,1,5,1,3,1,1,1,1,1,3.75,4.75,4,4,4.125,4.75,-7,-4,-11,1.6875,3.6,2.8,1.93333333333333
"385","1",24,"2",-2,2,-1,-1,-2,1,-2,-2,3,3,2,3,2,4,2,3,2,4,3,4,4,5,1,2,4,2,4,3,6,5,1,5,3,2,2,5,4,1,2,2,1,3,4,5,3,3,1,2,2,3,2,1,2,2,2,2,2,2,2,4,2,1,4,1,2,1,3,4,3,1,3,3,2,3,1,2,1,1,4,3,3,2,2,4,1,1,1,4,1,1,1,5,1,1,3,2.75,4,2,3,2.9375,3.25,-8,1,-7,2.125,2.8,3.06666666666667,2.13333333333333
"386","1",27,"5",-2,-2,-2,-1,1,1,-2,-2,5,3,2,5,5,4,5,5,3,5,3,5,4,4,4,4,5,4,4,4,4,3,1,5,3,2,3,3,1,1,1,2,3,1,3,5,1,4,1,3,1,1,1,3,1,1,1,1,1,1,3,1,1,1,2,1,4,2,2,2,1,1,4,4,3,3,1,1,2,4,4,1,2,3,2,3,1,1,1,1,1,2,1,3,1,3,1,4.25,4,3.5,4.75,4.125,4.25,-5,-4,-9,1.3125,2.8,2.4,2.1
"387","2",23,"4",-1,-2,-2,-2,1,1,-2,-1,1,4,2,5,2,5,4,2,3,1,5,4,2,5,2,5,5,5,4,5,4,2,3,2,5,5,4,2,2,3,3,5,2,5,2,1,2,1,2,2,1,2,1,1,2,1,1,3,2,3,2,2,2,1,1,1,1,3,2,2,1,1,3,4,2,4,1,1,1,1,2,4,5,2,2,2,1,1,1,5,1,1,1,2,1,1,1,2,3.75,3.25,4,3.25,4.75,-3,-5,-8,1.625,1.6,3.26666666666667,1.93333333333333
"388","1",54,"5",-2,-2,-2,-2,-1,1,-2,-2,4,5,4,5,5,5,5,5,5,1,5,5,5,5,5,5,4,3,4,5,3,2,1,6,4,2,1,1,1,1,2,1,1,3,6,2,4,4,4,2,2,2,1,1,1,3,1,3,3,4,3,1,1,5,2,1,1,1,1,3,1,1,2,3,1,2,2,2,4,2,2,4,3,2,1,2,1,1,1,1,1,1,4,1,1,1,1,4.75,4,4.75,5,4.625,4,-7,-5,-12,2.125,3.2,2.33333333333333,1.7
"389","1",30,"5",-2,-2,-2,-2,-2,2,1,-1,2,4,3,5,4,5,3,2,2,1,3,5,3,5,4,3,5,5,4,4,4,5,4,4,5,4,3,4,3,4,4,5,3,3,2,4,1,2,2,1,2,3,2,3,2,2,1,3,2,2,2,2,1,1,3,1,3,2,1,3,3,1,3,4,3,1,1,2,4,3,1,2,4,3,3,4,1,1,1,2,1,1,5,1,1,1,1,2.75,3.75,3.25,3.75,3.375,4.5,-4,-4,-8,2,2,3.8,2.13333333333333
"390","1",18,"1",-2,-2,-2,-2,2,1,-1,-2,3,2,2,4,2,4,2,3,3,3,2,3,4,4,2,3,3,3,5,3,2,3,2,4,5,3,2,2,2,1,5,4,2,4,4,2,3,4,2,5,1,1,1,3,1,2,1,2,2,3,3,2,1,1,2,1,5,2,1,2,2,3,1,4,2,1,1,4,4,1,2,3,5,3,2,5,1,1,1,1,1,1,1,5,1,1,1,3,3.25,2,3.25,2.875,3.5,-3,-5,-8,1.6875,3.2,3,2.2
"391","1",47,"5",-2,-1,2,-2,1,-1,-2,1,4,5,4,4,4,5,3,4,5,1,4,5,3,5,5,4,4,4,4,4,4,3,5,2,5,4,4,4,4,5,5,2,2,5,2,3,4,2,3,2,2,2,1,2,3,1,1,1,2,2,3,1,1,2,1,1,2,1,3,3,1,1,1,3,3,1,2,4,2,1,4,1,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4.25,4.0625,4,-2,-2,-4,1.625,2.8,3.73333333333333,1.63333333333333
"392","2",22,"4",-2,1,-2,-2,1,1,-1,-1,4,3,3,5,4,4,4,4,5,4,5,2,4,3,5,5,4,4,4,5,4,3,1,5,5,4,3,3,1,2,2,4,3,3,4,1,1,1,2,1,1,1,1,2,3,1,1,1,2,3,4,1,1,1,1,1,2,1,2,1,3,1,3,3,4,2,1,4,5,2,4,2,3,2,4,2,1,1,2,5,1,5,5,1,1,1,1,4.25,3.5,4.25,4,4,4.25,-3,-2,-5,1.5625,1.2,3.13333333333333,2.46666666666667
"393","1",32,"5",-2,-2,2,1,-2,-1,-2,-2,3,2,3,4,2,2,4,3,5,4,3,3,4,3,3,2,3,2,3,3,4,3,5,2,4,3,1,5,3,5,4,4,1,4,1,1,1,1,3,1,1,3,2,2,3,4,3,3,2,3,2,3,2,3,3,1,4,3,3,3,1,1,4,3,1,3,1,4,4,1,2,1,1,3,3,2,1,3,4,2,1,5,5,1,1,4,1,3.5,2.75,3.25,3,3.125,2.75,-8,0,-8,2.5,1.4,3.26666666666667,2.43333333333333
"394","1",21,"4",-1,-2,-2,-2,-2,1,-2,-1,4,1,4,5,2,4,5,4,4,5,5,4,4,2,4,4,4,2,2,4,3,2,6,4,5,4,4,3,3,6,4,3,4,4,5,4,1,1,2,3,4,2,1,2,2,1,1,1,2,3,1,1,1,2,1,1,1,1,1,4,3,3,1,5,3,3,2,2,5,4,5,3,2,3,5,4,1,1,1,5,1,1,1,1,1,1,1,3.5,3,4.5,4.25,3.8125,3,-6,-5,-11,1.625,2.2,4,2.36666666666667
"395","1",50,"5",-1,-2,-1,-2,-1,-1,-2,-2,3,5,3,5,4,5,4,5,5,2,5,4,4,5,4,5,4,3,5,5,4,2,1,2,2,1,3,1,1,1,2,1,1,2,1,5,4,2,5,2,1,1,2,1,1,3,1,2,2,2,2,2,1,1,2,1,2,1,3,4,1,2,1,5,1,1,1,1,1,1,5,4,3,2,2,1,1,1,1,3,1,2,1,1,1,1,1,4,4.25,4,4.75,4.25,4.25,-6,-6,-12,1.5625,3.6,1.66666666666667,1.73333333333333
"396","1",27,"5",-2,-2,-2,-2,1,-1,1,-1,5,1,2,4,5,3,5,4,4,2,5,3,4,2,5,5,4,3,4,4,1,1,1,2,3,3,4,2,2,1,3,5,5,5,4,4,5,2,6,2,2,3,1,3,2,2,2,1,2,3,4,2,2,1,3,1,1,5,1,3,3,4,1,2,3,2,1,1,1,2,2,4,5,2,1,2,3,2,4,3,3,1,5,4,4,2,3,4.5,2,4.25,4,3.6875,3.75,-1,-7,-8,2.125,3.8,2.8,2.56666666666667
"397","1",24,"4",-2,-2,-2,-1,-2,1,-2,-2,3,2,5,5,4,4,5,4,5,3,3,4,4,3,4,4,4,4,3,4,5,2,1,6,2,3,2,4,4,1,2,3,1,2,4,4,2,1,2,1,2,3,1,2,2,1,2,1,3,4,1,1,1,1,1,2,4,1,2,3,3,1,4,3,2,3,1,3,1,1,1,1,3,1,1,3,1,1,1,5,1,4,2,1,1,1,1,4,3,4.25,4.25,3.875,3.75,-8,-4,-12,1.75,2,2.8,1.93333333333333
"398","2",21,"5",-1,1,-1,-2,1,2,1,-2,2,3,5,2,2,2,4,4,5,3,3,4,2,2,4,3,4,2,3,4,4,5,4,6,4,3,3,5,3,6,3,5,6,4,6,3,1,1,2,2,1,3,1,2,1,1,1,2,5,3,2,2,2,3,3,1,5,3,2,2,2,2,3,5,3,4,1,2,4,2,4,3,2,1,2,4,2,1,2,2,2,1,1,1,1,1,1,2.75,2.5,4,3.25,3.125,3.25,-1,0,-1,2.0625,1.8,4.46666666666667,2.3
"399","2",25,"4",-2,-2,-2,-2,1,2,-2,2,4,5,4,3,2,5,4,4,3,5,5,4,4,5,3,4,3,4,4,5,5,4,5,6,5,4,2,5,4,6,4,4,3,4,6,2,3,3,3,2,2,1,1,2,1,1,1,3,1,3,2,1,1,3,1,2,5,2,3,4,4,1,1,4,4,1,1,4,2,2,2,2,5,4,1,1,1,1,1,2,1,1,1,1,1,1,1,3.25,5,4,3.75,4,4,-1,-4,-5,1.625,2.6,4.46666666666667,2.03333333333333
"400","1",20,"4",-1,1,1,1,1,1,-2,1,4,4,5,4,4,5,3,4,2,5,4,3,4,5,2,3,5,3,3,3,2,2,3,1,1,2,1,3,2,3,1,1,4,1,3,5,4,2,5,2,1,3,4,2,5,1,3,2,1,2,4,3,3,3,3,2,4,3,3,4,2,3,2,4,1,4,1,1,1,3,2,1,2,2,2,2,1,1,4,3,1,3,1,2,1,2,1,3.5,4.75,3.5,3.5,3.8125,3.5,-1,4,3,2.625,3.6,2,2.1
"401","2",27,"5",-2,2,2,-1,1,2,2,1,2,3,3,4,2,3,4,4,4,2,5,3,5,3,3,3,3,2,2,4,5,4,4,5,4,3,4,4,3,4,3,4,1,2,2,4,3,2,3,5,5,2,1,4,4,1,2,4,3,3,5,2,1,2,3,2,4,3,5,3,3,1,2,4,4,3,2,3,5,3,4,2,4,4,2,3,2,1,1,3,1,1,1,1,1,1,1,3.25,2.75,3.75,3.5,3.3125,2.75,2,5,7,2.75,3.4,3.46666666666667,2.5
"402","1",24,"2",-1,-2,-1,-2,-2,1,-2,-2,3,5,2,4,3,5,2,4,4,1,4,4,2,5,3,5,4,2,4,4,2,1,1,1,4,2,1,1,1,1,6,4,3,3,2,6,4,4,2,3,2,3,2,3,1,2,5,3,1,2,3,1,2,3,1,1,4,3,2,1,2,2,3,3,3,1,2,4,2,3,2,4,1,3,2,5,1,1,4,4,1,1,1,3,1,1,1,3,4,2.75,4.25,3.5,3.5,-7,-4,-11,2.1875,3.8,2.2,2.33333333333333
"403","1",22,"4",-2,-1,-2,-1,1,1,-2,2,2,1,3,5,2,4,5,5,2,2,5,5,3,2,5,5,5,4,2,3,4,2,5,6,4,3,2,2,2,5,2,5,5,2,6,2,1,4,2,2,1,3,1,3,3,1,4,4,2,3,3,2,2,2,1,2,1,1,3,4,2,2,3,5,4,3,2,4,4,2,4,5,3,2,2,4,3,2,4,5,1,1,1,4,1,4,2,2.25,2.25,4.5,5,3.5,3.5,-1,-3,-4,2.3125,2.2,3.66666666666667,2.8
"404","1",26,"5",-2,1,1,-1,-2,1,-1,-2,4,4,4,5,4,4,3,5,4,4,5,5,5,4,5,5,5,4,4,5,4,3,1,4,4,4,3,4,1,1,4,4,4,4,2,3,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,2,1,4,4,1,1,2,5,1,2,1,1,1,1,4,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,4.25,4,4.25,5,4.375,4.5,-7,2,-5,1.375,1.8,3.13333333333333,1.5
"405","2",23,"5",-1,-1,-2,-2,-2,-1,-2,-2,3,3,4,3,4,4,4,4,4,5,5,5,5,3,5,5,5,4,4,5,5,4,5,5,5,4,4,4,2,6,4,4,4,4,3,2,1,2,1,1,1,2,1,1,4,1,1,2,1,1,1,2,1,1,4,1,3,1,1,3,1,1,1,4,2,2,1,4,2,1,2,1,3,1,1,3,1,1,2,4,1,5,2,1,1,1,1,4,3.75,4.5,4.25,4.125,4.5,-7,-6,-13,1.5625,1.4,4.2,1.83333333333333
"406","1",26,"2",-1,1,1,1,2,1,1,-2,4,3,3,2,3,2,4,3,3,2,3,5,3,4,2,3,4,3,2,3,2,4,5,4,4,2,1,4,4,5,3,3,3,4,4,1,1,2,2,4,2,2,2,2,4,1,2,2,3,4,2,1,2,3,1,3,1,4,1,3,4,1,4,3,2,3,5,5,5,2,1,2,4,3,2,3,3,1,2,2,1,4,1,1,1,1,1,3.25,2.75,3,3.25,3.0625,3,0,4,4,2.25,2,3.46666666666667,2.43333333333333
"407","1",27,"4",-2,-2,-2,-2,1,-1,-2,1,2,4,2,4,3,4,5,5,2,5,5,3,4,5,4,4,5,3,4,5,5,1,4,4,5,2,2,2,2,4,4,3,6,5,4,3,2,2,3,3,1,1,1,2,1,3,2,2,1,4,1,3,1,1,2,2,1,1,2,2,2,1,2,4,4,2,1,4,1,1,2,1,1,2,1,4,1,1,1,3,1,3,1,1,1,1,1,2.75,4.5,4,4,3.8125,4.25,-2,-7,-9,1.75,2.6,3.53333333333333,1.73333333333333
"408","1",23,"5",-2,-1,-2,1,-2,-1,-2,-1,5,1,3,5,2,5,2,4,5,4,2,5,5,1,2,5,4,3,4,5,2,1,6,4,6,6,4,6,2,5,4,5,5,4,5,5,1,3,2,3,2,3,1,2,4,1,4,2,2,3,4,1,1,2,1,2,3,3,4,5,1,1,4,3,1,3,5,3,1,1,2,3,4,3,1,2,3,2,1,4,1,1,1,2,1,1,1,4.25,2.75,2.25,4.75,3.5,4,-7,-3,-10,2.1875,2.8,4.33333333333333,2.2
"409","2",32,"5",-1,-2,-2,-1,-1,-1,-1,1,3,4,3,5,1,2,5,5,4,4,5,5,3,4,3,5,4,3,5,5,3,5,3,2,2,1,2,3,1,2,3,1,3,2,4,2,2,5,2,3,4,2,1,2,1,1,2,3,2,2,3,2,3,3,2,2,1,3,3,4,4,1,2,4,3,2,4,1,3,2,1,2,2,3,4,5,4,3,3,5,1,1,2,3,1,1,1,2.75,3.5,4,5,3.8125,4.25,-2,-6,-8,2.1875,2.8,2.46666666666667,2.5
"410","1",21,"4",-2,-2,-2,-2,2,1,1,-1,2,2,3,5,2,4,3,4,2,4,4,5,4,1,4,4,5,5,5,5,2,3,2,3,3,3,3,3,2,2,3,2,2,1,2,2,1,2,5,2,1,1,1,1,4,1,1,3,2,2,2,1,2,2,1,2,3,1,1,2,1,2,1,2,3,2,2,1,2,3,2,2,1,2,2,1,1,1,3,5,1,1,1,1,1,1,1,2.5,2.75,3.5,4.5,3.3125,5,0,-5,-5,1.6875,2.4,2.4,1.7
"411","1",54,"4",-2,-1,-2,-2,-2,1,-2,-2,2,4,2,3,2,4,4,5,2,4,5,3,2,4,4,4,4,4,3,3,4,3,2,3,3,2,2,4,2,2,4,5,3,2,3,5,4,4,1,4,2,4,3,1,3,2,1,3,2,4,2,1,2,2,5,2,5,3,2,3,5,4,4,4,2,3,1,1,2,3,4,4,4,4,2,2,1,1,2,4,1,1,4,1,1,1,1,2,4,3.75,3.75,3.375,3.5,-8,-4,-12,2.4375,3.6,2.93333333333333,2.56666666666667
"412","1",22,"4",-2,-2,-2,-2,-1,-1,-2,-1,2,5,3,5,4,5,4,5,4,5,5,5,5,5,5,5,5,3,5,5,3,4,1,1,3,2,2,3,1,1,1,1,1,1,1,2,3,2,3,1,1,1,2,1,1,1,1,2,3,2,4,1,1,2,4,2,1,1,1,4,1,1,1,3,3,2,2,1,2,1,4,1,3,1,1,1,1,1,2,5,1,4,1,1,1,1,1,3.75,5,4.25,5,4.5,4.5,-6,-7,-13,1.8125,2.2,1.73333333333333,1.66666666666667
"413","1",28,"5",-2,-1,-2,1,-2,-1,1,-1,4,2,3,5,2,2,2,2,4,3,5,5,4,2,4,2,5,4,4,4,3,3,1,2,2,2,2,4,4,1,1,1,3,2,3,2,2,1,2,1,3,1,1,2,4,2,1,2,1,2,4,1,1,2,1,1,2,3,3,4,1,5,1,4,2,2,2,1,2,1,2,2,5,2,4,2,1,1,1,4,1,5,2,1,1,1,1,3.5,2.25,3.5,3.5,3.1875,4.25,-4,-3,-7,1.8125,1.6,2.26666666666667,2.16666666666667
"414","1",27,"5",-2,-2,-2,-2,-2,-2,-2,-1,3,5,4,5,5,4,5,5,5,2,5,5,4,5,5,5,4,4,4,3,5,5,1,4,1,1,2,3,1,1,1,1,1,1,4,2,1,1,1,4,1,1,2,1,2,1,5,1,1,3,1,1,1,1,1,1,4,1,1,5,1,1,1,4,3,2,1,2,1,1,3,4,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4.25,4,4.75,5,4.5,3.75,-7,-8,-15,1.5,1.8,2.13333333333333,1.56666666666667
"415","1",26,"5",-2,-2,-2,-2,-2,1,1,2,2,3,3,4,3,5,2,4,3,5,3,3,4,5,2,2,5,4,1,5,5,2,1,4,3,3,3,3,3,2,4,2,4,4,4,6,4,1,5,2,2,3,3,3,5,4,2,3,3,1,2,5,2,1,1,2,2,4,2,2,1,1,3,4,3,4,1,1,2,2,2,1,5,3,3,4,2,1,1,4,1,3,1,2,1,1,1,3,4.5,2.5,3.25,3.3125,3.75,-1,-5,-6,2.625,3.6,3.13333333333333,2.2
"416","1",24,"4",-2,-2,-1,-2,-1,2,-2,-2,3,4,3,5,4,5,4,5,4,4,5,5,5,5,5,5,4,3,4,3,1,2,2,2,3,2,1,2,2,2,3,4,2,1,2,2,2,2,2,1,1,1,1,1,1,3,5,1,1,3,1,1,1,1,1,1,3,3,1,4,1,1,1,4,3,3,1,1,2,2,5,2,2,2,1,4,1,1,1,2,1,4,1,5,1,1,1,4,4.5,4.25,5,4.4375,3.5,-7,-3,-10,1.5,1.8,2.06666666666667,2.03333333333333
"417","1",36,"5",-2,-2,-1,-2,-2,1,-2,-2,3,5,5,3,4,3,5,5,4,5,5,5,5,4,5,5,4,3,5,5,3,1,2,3,3,2,1,1,1,1,2,1,1,2,1,4,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,1,3,1,1,1,1,1,1,4,1,3,1,1,2,1,1,1,4,1,1,5,1,1,1,1,4,4.25,5,4.5,4.4375,4.25,-8,-4,-12,1.1875,2.2,1.66666666666667,1.56666666666667
"418","1",36,"2",-1,-1,1,-2,-2,1,-2,-2,3,2,5,5,5,4,5,3,5,5,5,5,5,4,5,5,5,3,5,5,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,6,5,2,3,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,3,1,4,1,1,2,2,2,1,2,2,4,1,2,1,3,1,1,1,1,1,2,4,1,4,5,4,1,1,1,4.5,3.75,5,4.5,4.4375,4.5,-7,-1,-8,1.25,3.4,1.2,1.9
"419","1",22,"4",-2,-1,1,2,1,2,-2,2,3,1,3,4,2,5,4,4,4,2,4,4,4,4,4,4,3,2,1,2,3,2,1,1,3,3,1,1,1,2,2,2,2,2,4,3,3,5,3,6,5,5,1,1,2,1,2,2,1,2,4,4,4,2,4,4,5,2,3,1,2,5,1,3,3,4,1,2,4,2,4,5,3,3,2,5,2,1,2,5,1,1,4,1,1,1,1,3.25,3,3.75,4,3.5,2,-1,4,3,2.75,4,2,2.63333333333333
"420","1",55,"1",-2,-2,-2,-2,1,1,-2,-1,2,4,2,4,2,4,3,4,5,1,5,4,2,4,3,2,5,3,4,4,4,3,4,4,3,5,3,6,4,5,5,4,3,3,3,5,5,3,2,2,3,2,2,3,5,4,5,3,2,4,2,3,1,2,2,3,3,3,1,2,2,4,4,4,5,5,1,1,2,3,2,2,5,2,1,4,1,1,1,5,1,1,4,1,1,1,1,2.75,3.25,3.25,3.5,3.1875,4,-4,-5,-9,2.875,3.4,3.93333333333333,2.4
"421","1",21,"4",-2,-1,-1,-1,-2,1,1,-1,3,2,4,5,1,3,2,5,3,2,4,4,1,3,2,5,4,2,4,5,4,2,1,5,5,5,6,5,1,1,3,4,4,3,3,2,1,1,5,1,1,2,1,1,1,2,1,2,2,3,2,2,2,2,2,1,4,1,1,3,1,1,4,3,1,1,2,1,2,1,4,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2.5,3,4.75,3.0625,3.75,-4,-2,-6,1.6875,2,3.46666666666667,1.53333333333333
"422","1",44,"5",-2,-2,-2,-2,-2,1,-2,-2,3,5,5,5,4,5,4,3,5,1,5,3,5,5,5,3,4,4,4,1,3,1,2,3,3,2,2,1,1,2,3,2,1,3,3,4,4,3,5,4,2,1,1,1,1,2,1,3,2,2,2,1,2,1,1,1,1,1,3,5,1,1,1,3,1,1,1,1,2,1,4,2,4,2,2,2,1,1,1,2,1,1,1,1,1,1,1,4.25,4,4.75,3.5,4.125,3.25,-8,-5,-13,1.5,4,2.13333333333333,1.53333333333333
"423","2",31,"4",-2,-2,-2,-2,-2,-1,-2,-2,2,3,1,2,1,2,3,1,2,3,4,5,3,4,3,4,4,2,3,3,2,2,2,3,2,1,1,1,2,3,2,2,2,1,2,5,4,2,5,2,1,4,1,3,2,1,1,2,1,1,3,1,3,1,2,2,4,1,1,2,2,3,4,3,2,3,1,1,1,1,3,3,5,3,4,3,1,1,2,2,1,1,1,1,1,1,1,2,3,2.75,3,2.6875,3,-8,-7,-15,1.8125,3.6,1.86666666666667,2.03333333333333
"424","1",25,"5",-2,-1,-1,-2,-2,-2,-1,-2,3,5,3,5,3,5,3,4,4,5,4,5,4,5,2,5,5,4,5,5,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,2,3,1,1,3,1,1,2,4,1,4,1,1,1,1,1,3.5,5,3,4.75,4.0625,4.75,-7,-6,-13,1.0625,1.6,1.26666666666667,1.46666666666667
"425","2",20,"4",-1,-2,-2,-1,1,1,-1,1,4,2,5,3,2,4,4,5,2,3,3,4,2,3,4,4,4,3,5,3,6,4,4,6,5,5,3,4,4,4,3,5,4,4,6,2,1,2,3,2,1,2,2,2,1,3,1,4,1,3,1,2,1,1,4,1,4,1,3,3,1,1,1,3,2,2,1,3,4,1,5,2,1,2,1,2,1,1,2,5,1,1,1,1,1,1,1,2.5,3,4,4,3.375,3.75,0,-4,-4,1.875,2,4.46666666666667,1.86666666666667
"426","2",28,"4",-1,-2,-1,1,-2,1,1,2,4,2,3,3,2,2,2,2,4,4,3,2,2,2,1,3,4,4,4,2,5,2,2,2,5,4,5,4,3,2,3,5,3,5,3,4,4,5,4,4,3,4,2,2,1,3,1,3,2,2,3,1,3,4,5,1,4,3,2,1,2,2,2,4,1,1,4,3,2,2,5,1,4,4,4,4,1,1,4,5,1,4,1,1,1,1,1,3,2.5,2.25,2.5,2.5625,3.5,0,-1,-1,2.5,4.2,3.53333333333333,2.5
"427","1",24,"5",-2,-2,-2,-1,-1,-2,-2,-2,5,2,4,3,3,4,5,4,4,5,5,5,5,4,4,5,5,2,4,5,5,3,4,3,4,4,4,2,3,4,2,5,2,3,2,5,1,1,2,2,2,2,2,1,1,2,1,3,2,2,1,1,2,1,1,1,2,1,2,2,1,1,1,3,2,2,1,2,2,1,1,1,4,3,4,2,2,1,1,2,1,1,1,1,1,1,1,4.25,3.75,4.5,4.25,4.1875,4,-7,-7,-14,1.5625,2.2,3.33333333333333,1.63333333333333
"428","1",50,"5",-2,-1,-1,-2,-1,1,-1,-2,3,2,5,5,5,3,5,5,5,3,5,5,5,4,5,4,3,2,4,4,5,3,5,2,5,6,4,1,4,5,5,5,4,5,4,1,1,1,3,1,1,2,2,1,2,3,1,1,1,2,1,1,1,3,2,2,4,2,1,4,1,2,1,5,2,3,2,2,1,2,5,2,4,4,2,1,1,1,1,5,1,4,1,1,1,1,1,4.5,3,5,4.75,4.3125,3.25,-6,-3,-9,1.625,1.4,4.2,2.13333333333333
"429","1",22,"4",-2,-2,-1,-2,-1,-2,-2,-2,4,4,4,5,4,2,4,4,2,1,4,5,5,4,5,5,4,4,4,3,1,1,1,6,2,1,2,3,1,1,1,1,3,1,5,1,2,1,1,1,1,1,1,3,1,1,1,3,1,2,2,1,2,3,1,1,5,2,2,3,4,1,1,3,3,3,1,1,4,2,2,2,3,1,1,4,3,1,3,4,1,1,1,5,1,1,1,3.75,2.75,4.25,4.75,3.875,3.75,-7,-7,-14,1.5625,1.2,2,2.23333333333333
"430","1",24,"2",-1,-2,-2,-2,1,1,-1,-1,4,5,3,4,5,5,3,5,1,5,5,5,4,5,5,5,5,4,5,5,3,4,5,3,3,2,2,3,2,5,3,4,3,2,2,1,2,1,2,6,1,1,2,2,4,1,4,1,1,3,1,2,1,1,2,1,4,1,3,5,1,1,3,3,3,1,1,3,2,2,3,1,4,1,1,4,1,1,1,2,1,1,1,2,1,1,1,3.5,5,4,4.75,4.3125,4.75,-2,-5,-7,1.75,2.4,3.06666666666667,1.83333333333333
"431","2",25,"5",-2,-2,-1,-2,-1,1,-2,1,2,5,3,4,2,5,3,3,4,2,3,4,5,4,2,5,5,5,2,3,4,1,1,2,6,5,3,5,5,1,1,6,5,5,6,4,5,5,2,2,1,3,1,1,5,2,1,1,2,5,3,1,1,1,1,2,4,1,1,4,1,1,1,4,2,1,1,1,1,1,3,3,4,2,1,2,1,1,1,1,1,3,3,1,1,1,1,3.25,4,2.75,4,3.5,3.75,-4,-4,-8,1.9375,3.6,3.73333333333333,1.66666666666667
